web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,address-link,address-link-href,terms,terms-link,terms-link-href
"1594284082-1528","https://www.holidayhk.com/en-hk/shops/","SKY ANTI-AGING HEALTH CENTRE LTD50% OFF50% off on Life Essence Fibre","https://www.holidayhk.com/en-hk/shops/shop1252/","SKY ANTI-AGING HEALTH CENTRE LTD","50% off on Life Essence Fibre","Original Price HK$330","/media/offer/Shop_1252_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Sky Anti-Aging Health Centre Ltd
Address: Room. 722 Wing Cheung Industrial Building., 109 How Ming Street., Kwun Tong, Kowloon, Hong Kong
Tel: +852 3188 2946

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1252_tnc.pdf"
"1594284218-1594","https://www.holidayhk.com/en-hk/shops/","CL MallBUY 1 GET 1 FREEBuy one, get one free Clalen Monthly","https://www.holidayhk.com/en-hk/shops/shop0066/","CL Mall","Buy one, get one free Clalen Monthly","Original Price: HK$198","/media/offer/EN_Shop_66_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
cl mall - Causeway Bay
Address: Shop 308, 3/F, Windsor House, Causeway Bay, Hong Kong Island
Tel: +852 6996 1115 / +852 2152 0602

cl mall - Tsim Sha Tsui
Address: Shop 107A, 1/F, Silvercord, Tsim Sha Tsui, Kowloon
Tel: +852 6996 0005 / +852 3101 9037

Eyeconic by cl mall - Tsim Sha Tsui
Address: Shop 210A, 2/F, K11 Musea, Victoria Dockside, Tsim Sha Tsui, Kowloon
Tel: +852 6996 0195 / +852 2119 1081

Sweety Eyes by cl mall - Kwun Tong
Address: Shop L4-5, 4/F of APM, Millennium City 5, Kwun Tong, Kowloon
Tel: +852 6359 9669 / +852 3580 0523

Sweety Eyes by cl mall - Mong Kok
Address: Shop 119, 1/F, TOP, 700 Nathan Road, Mong Kok, Kowloon
Tel: +852 6999 6651 / +852 3188 4675

Lens Town by Cl mall - Tseung Kwan O 
Address: Shop 115B, 1/F, East Point City, Tseung Kwan O, New Territories
Tel: +852 6996 1359 / +852 3102 0180

Sweety Eyes by cl mall - Tai Po
Address: Shop 035, 2/F, Zone A of Mega Mall, Tai Po, New Territories
Tel: +852 6992 0591 / +852 3580 2885

Sweety Eyes by cl mall - Yuen Long
Address: Shop A150-A151, 1/F, YOHO Mall II, Yuen Long, New Territories
Tel: +852 6679 1398 / +852 3628 2351
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_66_tnc.pdf"
"1594284175-1573","https://www.holidayhk.com/en-hk/shops/","ISSI Outlet Limited50% OFF50% off on Designated Belt Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1257/","ISSI Outlet Limited","50% off on Designated Belt","Original Price HK$2400","/media/offer/Shop_1257_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
ISSI Boutique - Tsim Sha Tsui
Address: 32-34 Nathan Road, 1/F & B/F Imperial Hotel, Tsim Sha Tsui, Kowloon, Hong Kong 
Tel: +852 2722 6002

ISSI Boutique - Kowloon Bay
Address: Shops 17-19, G/F, MegaBox, Enterprise Square Five, 38 Wang Chiu Road, Kowloon Bay, Kowloon, Hong Kong 
Tel: +852 2798 8712



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1257_tnc.pdf"
"1594284560-1755","https://www.holidayhk.com/en-hk/shops/","CATALO Natural Health FoodsSUPER OFFERPromotion price of HK$128 for Catalo Children's Liquid Calcium setQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1015/","CATALO Natural Health Foods","Promotion price of HK$128 for Catalo Children's Liquid Calcium set","Original price:  HK$812","/media/offer/EN_Shop_1015_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address
                        

                            Please click here for details.","official website","https://www.catalo.com.hk/catalo2015/?lang=en","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1015_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1015_tnc.pdf"
"1594284485-1721","https://www.holidayhk.com/en-hk/shops/","G2000SUPER OFFERup to 60% discount on Men's Waist Coats","https://www.holidayhk.com/en-hk/shops/shop0113/","G2000","up to 60% discount on Men's Waist Coats","Original Price: HK$499 - HK$1,299
Discounted Price: HK$199 - HK$599","/media/offer/EN_Shop_113_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address


                        

                            Please click here for details.","official website","https://www.g2000.com.hk/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_113_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_113_tnc.pdf"
"1594284452-1705","https://www.holidayhk.com/en-hk/shops/","Marks & SpencerBuy 2 or more save 20% for Mix & Match Selected Men’s SocksQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1280/","Marks & Spencer","Buy 2 or more save 20% for Mix & Match Selected Men’s Socks","null","/media/offer/Shop_1280_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.marksandspencer.com/hk/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1280_outlet_address_R.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1280_tnc_R.pdf"
"1594284409-1685","https://www.holidayhk.com/en-hk/shops/","Ming Shing JewelleryFactory price on diamond jewellery items","https://www.holidayhk.com/en-hk/shops/shop0063/","Ming Shing Jewellery","Factory price on diamond jewellery items","","/media/offer/EN_Shop_63_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Ming Shing Jewellery - Tai Po
Address: Flat/Rm 21B, G/F, Tai Po Plaza, Tai Po, New Territories
Tel: +852 2665 8318

Ming Shing Jewellery - Sheung Shui
Address: Shop 2028, Level 2, Sheung Shui Centre, 3 Chi Cheong Rd, Sheung Shui, New Territories
Tel: +852 2465 2418

Ming Shing Jewellery - Sha Tin
Address: Shop 27C, Level 3, Sha Tin Plaza, 21-27 Sha Tin Centre Street, Sha Tin, New Territories
Tel: +852 2349 0020
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_63_tnc.pdf"
"1594284530-1741","https://www.holidayhk.com/en-hk/shops/","DIAMONDOOR JEWELLERY CO LTDCASH REBATEEnjoy HK$500 cash rebate upon net purchase of HK$10000 in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1185/","DIAMONDOOR JEWELLERY CO LTD","Enjoy HK$500 cash rebate upon net purchase of HK$10000 in single transaction","null","/media/offer/Shop_1185_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
DIAMONDOOR JEWELLERY CO LTD
Address: Shop G34 – 35, Tsim Sha Tsui Centre, 66 Mody Road, Tsim sha tsui East, Kowloon
Tel: +852 2366 9827","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1185_tnc.pdf"
"1594284551-1751","https://www.holidayhk.com/en-hk/shops/","UnionPayDiscover Hong Kong and our special offers","http://www.unionpayintl.com/cardholderServ/serviceCenter/merchant?country=10060402&offerFlag=1&countryFlag=1&language=en&globalCard=y","null","null","null","","null","null","","null","","null","null",""
"1594284428-1694","https://www.holidayhk.com/en-hk/shops/","Japan Home Centre (H.K.) LimitedSelected summer items at 15% offQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1023/","Japan Home Centre (H.K.) Limited","Selected summer items at 15% off","null","/media/offer/EN_Shop_1023_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address
                        

                            Please click here for details.","official website","http://www.ihr.com.hk/eng/main/index.jsp","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1023_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1023_tnc.pdf"
"1594284422-1691","https://www.holidayhk.com/en-hk/shops/","Sanfi(HK)LimitedCASH REBATEEnjoy HK$788 cash rebate upon net purchase of HK$5000 in single transaction","https://www.holidayhk.com/en-hk/shops/shop1136/","Sanfi(HK)Limited","Enjoy HK$788 cash rebate upon net purchase of HK$5000 in single transaction","null","/media/offer/Shop_1136_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address:
Sanfi(HK)Limited
Address: Shop 2A, G/F, Century Centre, 44-46 Hung To Road, Kwun Tong, Kowloon
Tel: +852 9361 8533

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/ENHK_Shop_1136_tnc.pdf"
"1594284171-1571","https://www.holidayhk.com/en-hk/shops/","BIODERMA20% off and a complimentary membership with a skin care consultation upon spending of HK$300 on regular-priced itemsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0081/","BIODERMA","20% off and a complimentary membership with a skin care consultation upon spending of HK$300 on regular-priced items","null","/media/offer/EN_Shop_81_logo.png","Applicable to first purchase at BIODERMA concept Stores only.
Booking is required for skin care consultation.

Outlet Address
BIODERMA – Causeway Bay
Address: Shop120, Windsor House, Causeway Bay, Hong Kong Island
Tel: +852 2577 3808

BIODERMA – Quarry Bay
Address: Glam Beautique, 1/F, Kornhill Plaza (South), 2 Kornhill Road, Quarry Bay, Hong Kong Island
Tel: +852 2560 7522

BIODERMA – Mongkok
Address: Shop L227, Langham Place, Mongkok, Kowloon
Tel: +852 3514 4368

BIODERMA – Kowloon Bay
Address: Shop 316-317, Telford Plaza Phase 2, Kowloon Bay, Kowloon
Tel: +852 2769 6099

BIODERMA – Shatin
Address: ShopA342, New Town Plaza Phase 3, Shatin, New Territories
Tel: +852 2274 5400

BIODERMA – Tuen Mun
Address: Shop 1132, 1/F, Tuen Mun Town Plaza, Tuen Mun, New Territories
Tel: +852 2404 2899

BIODERMA – Kwai Fong
Address: Shop 325, Level 3, Metroplaza, 223 Hing Fong Road, Kwai Fong, New Territories
Tel: +852 2399 7029

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_81_tnc.pdf"
"1594284191-1581","https://www.holidayhk.com/en-hk/shops/","Nam Pei HongSUPER OFFERSamjiwon Korean Red Ginseng 6 years (Earth) 300g 20ji (1 can) Free (Earth)300g 30ji (1can)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1112/","Nam Pei Hong","Samjiwon Korean Red Ginseng 6 years (Earth) 300g 20ji (1 can) Free (Earth)300g 30ji (1can)","Original Price: 
Samjiwon Korean Red Ginseng 6 years (Earth) 300g 20ji (1 can) HK$4800
Samjiwon Korean Red Ginseng 6 years (Earth) 300g 30ji (1 can) HK$3900","/media/offer/Shop_1112_logo_R.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Nam Pei Hong - Tai Po
Address: Shop 101G, Level 1, Tai Wo Plaza, Tai Wo Estate, No.12 Tai Wo Road, Tai Po, New Territories
Tel: +852 2656 8719

Nam Pei Hong - Ma On Shan
Address: Shop 2102, Level 2, MOSTown, No.18 On Luk Street, Ma On Shan, New Territories
Tel: +852 2630 9898

Nam Pei Hong - Wong Tai Sin
Address: Shop N216, Level 2, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin, Kowloon.
Tel: +852 2449 4998

Nam Pei Hong - Sheung Shui
Address: Shop No.2026 L2, Sheung Shui Ctr, 3 Chi Cheong Rd., Sheung Shui, New Territories
Tel: +852 2630 9992

Nam Pei Hong - Shatin
Address: Shop No.4B, Level 3, Shatin Plaza, Shatin, New Territories.
Tel: +852 2603 0890

Nam Pei Hong - Harbour City
Address: Shop 3201, Level Three, Gateway Arcade, Harbour City, Kowloon.
Tel: +852 2119 0386

Nam Pei Hong - Yuen Long
Address: Shop A238-A239 Level 2, Yoho Mall II, 8 Long Yat Road, Yuen Long, New Territories (Exit F, Yuen Long MTR Station)
Tel: +852 2330 1069

Nam Pei Hong - Tseung Kwan O
Address: Shop UG077, UG/F, MCP Central II, 8 Yan King Road, Tseung Kwan O , New Territories (Exit B1, Po Lam MTR Station)
Tel: +852 2466 0606

Nam Pei Hong - Tuen Mun
Address:   Shop 2070, 2/F, Tuen Mun Town Plaza I, 1 Tuen Shing Street, Tuen Mun, New Territories
Tel: +852 2146 9128

Nam Pei Hong - Causeway Bay
Address: Unit G12, G/F, Causeway Bay Plaza I, No.489 Hennessy Road, Hong Kong Island
Tel: +852  2976 9892

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1112_tnc_R.pdf"
"1594283939-1459","https://www.holidayhk.com/en-hk/shops/","CSS50% OFF50% discount on selected Jadeite Jade and South Sea Pearl JewelleryQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0007/","CSS","50% discount on selected Jadeite Jade and South Sea Pearl Jewellery","null","/media/offer/EN_Shop_7_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
CSS - Causeway Bay
Address: G/F, 14 Kai Chiu Road, Causeway Bay, Hong Kong Island
Tel: +852 2577 4688

CSS - Mong Kok
Address: G/F, 614-616 Nathan Road, Mong Kok, Kowloon
Tel: +852 2782 2899

CSS - Tsim Sha Tsui
Address: Shop 10, G/F., Mirador Mansion, Nos. 54-64B Nathan Road, Tsim Sha Tsui, Kowloon
Tel: +852 2617 1110

CSS - Kwun Tong
Address: G/F, 71-73 Mut Wah Street, Kwun Tong, Kowloon
Tel: +852 2389 2269

CSS- Sham Shui Po
Address: G/F, 75 Tai Po Road, Sham Shui Po, Kowloon
Tel: +852 2720 0216

CSS - Tuen Mun
Address: Shop Nos. 17b & 18, 1/F, Tuen Mun Town Plaza, Phase 2, Tuen Mun, New Territories
Tel: +852 2440 9449
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_7_tnc.pdf"
"1594283990-1484","https://www.holidayhk.com/en-hk/shops/","Luen Pun Enterprise Group LimitedCASH REBATEEnjoy HK$100 cash rebate upon net purchase of HK$500 in single transaction","https://www.holidayhk.com/en-hk/shops/shop1139/","Luen Pun Enterprise Group Limited","Enjoy HK$100 cash rebate upon net purchase of HK$500 in single transaction","null","/media/offer/Shop_1139_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address:
Luen Pun Enterprsie Group Limited
Address: Shanghai Street 307-309, Yau Ma Tei, Kolwoon
Tel: +852 2239 5600

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1139_tnc.pdf"
"1594284330-1647","https://www.holidayhk.com/en-hk/shops/","FILA KIDSEnjoy additional 5% off in single transaction","https://www.holidayhk.com/en-hk/shops/shop1235/","FILA KIDS","Enjoy additional 5% off in single transaction","null","/media/offer/Shop_1235_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
FILA Kids - Tsim Sha Tsui
Address: Shop OT G37 Ground Floor, Ocean Terminal, Tsim Sha Tsui, Harbour City, Kowloon, Hong Kong 
Tel: +852 2433 3485

FILA Kids - Sha Tin
Address: Shop A231, Level 2, New Town Plaza Phase 3, Sha Tin, New Territories, Hong Kong 
Tel: +852 2412 0368

FILA Kids - Causeway Bay
Address: Shop No. 730, 7th Floor, Times Square, Causeway Bay, Hong Kong Island, Hong Kong 
Tel: +852 2511 8208

FILA Kids - Kowloon Tong
Address: Unit L2-15, Festival Walk, No.80 Tat Chee Avenue, Kowloon Tong, Kowloon, Hong Kong 
Tel: +852 2327 4622","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1235_tnc.pdf"
"1594284038-1507","https://www.holidayhk.com/en-hk/shops/","Wing On Department StoresSpecial Price HK$558 for Panasonic Lady Epilator (Model:ES-EL3A)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1307/","Wing On Department Stores","Special Price HK$558 for Panasonic Lady Epilator (Model:ES-EL3A)","Original Price HK$798","/media/offer/Shop_1307_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Wing On Department Stores – Sheung Wan Main Store
Address: Wing On Centre, 211 Des Voeux Road Central, Sheung Wan, Hong Kong Island 
Tel: +852 2852 1888

Wing On Plus – Nathan Road
Address: Wing On Kowloon Centre, 345 Nathan Road, Jordan, Kowloon
Tel: +852 2710 6288

Wing On Plus – Tsim Sha Tusi East
Address: Wing On Plaza, 62 Mody Road, Tsim Sha Tsui East, Kowloon
Tel: +852 2196 1388

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1307_tnc.pdf"
"1594284065-1520","https://www.holidayhk.com/en-hk/shops/","Vintage International LimitedPromotion price of HK$579 for Specific oriental costumes","https://www.holidayhk.com/en-hk/shops/shop1141/","Vintage International Limited","Promotion price of HK$579 for Specific oriental costumes","Original Price HK$900","/media/offer/Shop_1141_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Vintage
Address: Shop 21-23, LG/F., Prudential Centre, 216-228 Nathan Road, Kowloon, Hong Kong
Tel: +852 2152 9978


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1141_tnc.pdf"
"1594284555-1753","https://www.holidayhk.com/en-hk/shops/","Conte de cookieCASH REBATEEnjoy HK$100 cash rebate upon spending HK$400 or more on any regular-priced item in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1114/","Conte de cookie","Enjoy HK$100 cash rebate upon spending HK$400 or more on any regular-priced item in single transaction","null","/media/offer/Shop_1114_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Conte de cookie - WANCHAI
Address: PROTION B4 SHOP B G/F, AUSTALIAN HOUSENO.7 AND NO.9, LUARD RD, WANCHAI
Tel: +852 2898-1499

Conte de cookie - CAUSEWAY BAY
Address: SHOP 3 G/F, YAN WO YUET BLDG, 432-436 HENNESSY ROAD  CAUSEWAY BAY
Tel: +852

Conte de cookie - TSIM SHA TSUI
Address: G/F, SHOP P CARNARVON MANSION,  8A-K HUMPHREYS AVENUE & 8-12E, CARNARVON ROAD, TSIM SHA TSUI
Tel: +852 28694168

Conte de cookie - Tuen Mun
Address: Shop 3270, 3/F, Floor 03, Tuen Mun Town Plaza (1), 1 Tuen Shun Street, Tuen Mun
Tel: +852 25220488

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_shop_1114_tnc.pdf"
"1594284105-1539","https://www.holidayhk.com/en-hk/shops/","Sa Sa Cosmetic Company LimitedCASH REBATEEnjoy HK$10 cash rebate upon net purchase of HK$50 in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1013/","Sa Sa Cosmetic Company Limited","Enjoy HK$10 cash rebate upon net purchase of HK$50 in single transaction","null","/media/offer/EN_Shop_1013_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
                        

                            Please click here for details.","null","","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1013_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1013_tnc2.pdf"
"1594284297-1631","https://www.holidayhk.com/en-hk/shops/","LCMLEATHERSUPER OFFERPromotion price of HK$1 for Ear Pain Relief Leather Mask Strap","https://www.holidayhk.com/en-hk/shops/shop1129/","LCMLEATHER","Promotion price of HK$1 for Ear Pain Relief Leather Mask Strap","Original Price HK$50 (limited for 30 pcs)","/media/offer/Shop_1129_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
LCMLEATHERWORKSHOP
Address: FLAT J,4th Floor,Po Ming building,nos,2-6 foo ming street, Hong Kong Island
Tel: +852-97899264

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1129_tnc.pdf"
"1594284328-1646","https://www.holidayhk.com/en-hk/shops/","Stately Worldwide Limited.50% OFF 50% off on designated item: American GinsengQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1102/","Stately Worldwide Limited.","50% off on designated item: American Ginseng","Original Price HK$90","/media/offer/Shop_1102_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Stately Worldwide Limited
Address: Unit2605-08, King Palace Plaza, 52A Sha Tsui Road, Tsuen Wan, New Territories
Tel: +852 3460 3232




                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1102_tnc.pdf"
"1594284206-1588","https://www.holidayhk.com/en-hk/shops/","Big Panda50% OFF 50% discount on Photo Printer (selected items)","https://www.holidayhk.com/en-hk/shops/shop0109/","Big Panda","50% discount on Photo Printer (selected items)","Original Price: HK$469","/media/offer/EN_Shop_109_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Big Panda - Kwun Tong
Address: Unit 2, 10/F, Block A, East Sun Industrial Centre, No. 16 Shing Yip Street, Kwun Tong, Kowloon
Tel: +852 2763 6337
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_109_tnc.pdf"
"1594284361-1662","https://www.holidayhk.com/en-hk/shops/","Aroma TruffleBuy nine, get one free for all flavors","https://www.holidayhk.com/en-hk/shops/shop1315/","Aroma Truffle","Buy nine, get one free for all flavors","null","/media/offer/Shop_1315_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Aroma Truffle
Address: Shop B105, Hysan Place, 500 Hennessy Road, Causeway Bay, Hong Kong Island 
Tel: +852 2595 1855


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1315_tnc.pdf"
"1594284302-1633","https://www.holidayhk.com/en-hk/shops/","Veeko50% OFF 50% discount on selected regular-priced items","https://www.holidayhk.com/en-hk/shops/shop0115/","Veeko","50% discount on selected regular-priced items","null","/media/offer/EN_Shop_115_logo2.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address


                        

                            Please click here for details.","official website","http://www.veeko.com.hk/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_115_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_115_tnc.pdf"
"1594284320-1642","https://www.holidayhk.com/en-hk/shops/","Kahn TailorBUY 1 GET 1 FREEBuy one suit and get one complimentary shirtQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0014/","Kahn Tailor","Buy one suit and get one complimentary shirt","null","/media/offer/EN_Shop_14_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Kahn Tailor - Tsim Sha Tsui
Address: UG53, Upper Ground Floor, South Seas Centre, 75 Mody Road, Tsim Sha Tsui, Kowloon
Tel:  +852 8102 5003

 
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_14_tnc.pdf"
"1594284055-1515","https://www.holidayhk.com/en-hk/shops/","BEAUTY HERACASH REBATEEnjoy HK$2000 cash rebate upon net purchase of HK$5000 in single transaction","https://www.holidayhk.com/en-hk/shops/shop1265/","BEAUTY HERA","Enjoy HK$2000 cash rebate upon net purchase of HK$5000 in single transaction","null","/media/offer/Shop_1265_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Beauty Hera
Address: G/F 52 Kimberley Road Tsim Sha Tsui Kowloon, Hong Kong 
Tel: +852 2723 1888




                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1265_tnc.pdf"
