web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,terms,terms-link,terms-link-href
"1594348438-135","https://www.holidayhk.com/en-hk/food-and-drink/","Rainbow Seafood RestaurantBUY 1 GET 1 FREEBuy one, get one free EFES Beer (The Mediterranean Beer)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0047/","Rainbow Seafood Restaurant","Buy one, get one free EFES Beer (The Mediterranean Beer)","Original price : HK$33","/media/offer/EN_Dine_47_logo2.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Rainbow Seafood Restaurant
Address: 23-27, First Street, Sok Kwu Wan, Lamma Island, Outlying Islands
Tel: +852 2982 8100

Rainbow Seafood Restaurant (Winstar)
Address: 1A-1B, First Street, Sok Kwu Wan, Lamma Island, Outlying Islands
Tel: +852 2982 8100
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_47_tnc.pdf"
"1594348534-178","https://www.holidayhk.com/en-hk/food-and-drink/","Honolulu Coffee Shop (Wanchai Shop)BUY 1 GET 1 FREEBuy one, get one free dinner set","https://www.holidayhk.com/en-hk/food-and-drink/food0035/","Honolulu Coffee Shop (Wanchai Shop)","Buy one, get one free dinner set","null","/media/offer/EN_Dine_35_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
Honolulu Coffee Shop (Wanchai Shop)
Address: G/F, 176-178 Hennessy Road, Wanchai, Hong Kong Island
Tel: +852 2575 1823

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_35_menu.pdf","Terms and conditions apply. 
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_35_tnc.pdf"
"1594348264-54","https://www.holidayhk.com/en-hk/food-and-drink/","Genki Sushi15% off on Takeaway Sushi Set","https://www.holidayhk.com/en-hk/food-and-drink/food1130/","Genki Sushi","15% off on Takeaway Sushi Set","Original Price:
 Genki A - HK$439 
 Genki B - HK$400 
 Sushi Roll Set - HK$172 
 Classic Sushi Set A - HK$197 
 Classic Sushi Set B - HK$201 
 Classic Sushi Set C - HK$186 
 Special Sushi Set A - HK$118 
 Special Sushi Set B - HK$106 
 Special Sushi Set C - HK$119 
 Special Sushi Set D - HK$125.5 
 Sashimi - HK$178 
 Kids Sushi Set - HK$105 
 Salmon Sushi Set - HK$163","/media/offer/Dine_1130_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.
 
 Please visit our  official website  for more details
 
 Outlet Address
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1130_outlet_address_R.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1130_tnc.pdf"
"1594348274-59","https://www.holidayhk.com/en-hk/food-and-drink/","Tsui Hang VillagePromotion Price HK$998 for Roasted Duck in Beijing Style Dinner Set for Four Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1192/","Tsui Hang Village","Promotion Price HK$998 for Roasted Duck in Beijing Style Dinner Set for Four","Original Price HK$1580","/media/offer/Dine_1192_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Tsui Hang Village - Tsimshatsui
Address: Shop 504, L5, FoodLoft, Mira Place One,132 Nathan Road, Tsimshatsui, Kowloon, Hong Kong
Tel: +852 2376 2882

Tsui Hang Village - Central
Address: 2/F, New World Tower, 16-18 Queen’s Road,Central, Hong Kong Island
Tel: +852 2524 2012

Tsui Hang Village - Causeway Bay
Address: 22/F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay, Hong Kong Island
Tel: +852 2409 4822



                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1192_tnc.pdf"
"1594348404-119","https://www.holidayhk.com/en-hk/food-and-drink/","Ali Oli BakeryCASH REBATEEnjoy HK$100 cash rebate upon net purchase of HK$500 in single transaction","https://www.holidayhk.com/en-hk/food-and-drink/food1112/","Ali Oli Bakery","Enjoy HK$100 cash rebate upon net purchase of HK$500 in single transaction","null","/media/offer/Dine_1112_logo.jpeg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
ALI OLI BAKERY CAFÉ
Address: G/F, 11 Sha Tsui Path, Sai Kung, New Territories
Tel: +852 2792 2655



                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1112_tnc.pdf"
"1594348206-26","https://www.holidayhk.com/en-hk/food-and-drink/","Sheng MianSUPER OFFERPromotion Price of HK$1 for Egg Drop Soup","https://www.holidayhk.com/en-hk/food-and-drink/food1163/","Sheng Mian","Promotion Price of HK$1 for Egg Drop Soup","Original Price HK$8","/media/offer/Dine_1163_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Sheng Mian
Address: Shop 25-29, 11/F, Langham Place, 8 Argyle Street, Mong Kok, Kowloon, Hong Kong 
Tel: 3105 9826","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1163_tnc.pdf"
"1594348181-14","https://www.holidayhk.com/en-hk/food-and-drink/","Hong Wo Kok Restaurant50% OFF50% off on Roasted Sucking Pig","https://www.holidayhk.com/en-hk/food-and-drink/food1159/","Hong Wo Kok Restaurant","50% off on Roasted Sucking Pig","Original Price HK$760","/media/offer/Dine_1159_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hong Wo Kok Restaurant
Address: Shop G25, G/F, Pebbles World (Site 3), The Whampoa, Hung Hom, Kowloon, Hong Kong 
Tel: +852 27109628","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1159_tnc_R.pdf"
"1594348210-28","https://www.holidayhk.com/en-hk/food-and-drink/","Uptop Bistro and Bar - Popway Hotel50% OFF50% discount on Sky Deck Bar menuQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0017/","Uptop Bistro and Bar - Popway Hotel","50% discount on Sky Deck Bar menu","null","/media/offer/EN_Dine_17_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Uptop Bistro and Bar - Popway Hotel
Address: 19/F, 117 Chatham Road South, Tsim Sha Tsui, Kowloom
Tel: +852 2117 3526
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_17_tnc.pdf"
"1594348449-139","https://www.holidayhk.com/en-hk/food-and-drink/","Mastercard®Discovering a world of experiences that makes every moment special. Priceless.","https://specials.priceless.com/en-hk/offers/Lan_Kwai_Fong?Oid=201910160005&issuerId=&productId=","null","Hong Kong","null","","null","null","","null","null",""
"1594348536-179","https://www.holidayhk.com/en-hk/food-and-drink/","Ta-keBUY 1 GET 1 FREEBuy one, get one free Premium Seasonal Kaiseki MenuQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0027/","Ta-ke","Buy one, get one free Premium Seasonal Kaiseki Menu","Original price: HK$1,880 per person","/media/offer/EN_Dine_27_logo2.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
Ta-ke
Address: Shop G01, Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong Island
Tel: +852 2577 0611

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_27_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_27_tnc.pdf"
"1594348222-34","https://www.holidayhk.com/en-hk/food-and-drink/","KATIGA JAPANESE FOOD SHOPCASH REBATEEnjoy HK$20 cash rebate upon net purchase of HK$100 in single transactionQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1147/","KATIGA JAPANESE FOOD SHOP","Enjoy HK$20 cash rebate upon net purchase of HK$100 in single transaction","null","/media/offer/Dine_1147_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
KATIGA JAPANESE FOOD SHOP 
Address: 37 Sung Kit Street, Hung Hom, Kowloon, Hong Kong
Tel: +852 2764 6436


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1147_tnc.pdf"
"1594348282-63","https://www.holidayhk.com/en-hk/food-and-drink/","Regal Court50% OFF50% off on designated food: Regal Court Signature Dishes.Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1115/","Regal Court","50% off on designated food: Regal Court Signature Dishes.","Original Price HK$598","/media/offer/Dine_1115_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Regal Court
Address: 2/F, 71 Mody Road, Tsimshatsui, Kowloon
Tel: +852 2313 8681


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1115_tnc.pdf"
"1594348235-40","https://www.holidayhk.com/en-hk/food-and-drink/","Ru Chinese Restaurant - L’hotel Nina et Convention CentreBUY 1 GET 1 FREEBuy one, get one free Roasted Peking Duck","https://www.holidayhk.com/en-hk/food-and-drink/food0022/","Ru Chinese Restaurant - L’hotel Nina et Convention Centre","Buy one, get one free Roasted Peking Duck","Original price:  HK$588","/media/offer/EN_Dine_22_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
Ru Chinese Restaurant - L’hotel Nina et Convention Centre
Address: 7/F, L’hotel Nina et Convention Centre, 8 Yeung Uk Road, Tsuen Wan, New Territories 
Tel: +852 2280 2923 / +852 5970 0532 (WhatsApp)

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_22_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_22_tnc.pdf"
"1594348487-157","https://www.holidayhk.com/en-hk/food-and-drink/","OMQ Dining RoomBuy one, get one free Baked Spaghetti Bolognese with Cheese and Pan-Fried EggQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0046/","OMQ Dining Room","Buy one, get one free Baked Spaghetti Bolognese with Cheese and Pan-Fried Egg","Original price : HK$88","/media/offer/EN_Dine_46_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
OMQ Dining Room
Address: Shop A101, Level 1, YOHO Mall II, 8 Long Yat Road, Yuen Long, New Territories
Tel: +852 2808 0819","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_46_tnc.pdf"
"1594348165-6","https://www.holidayhk.com/en-hk/food-and-drink/","Red Lobster Hong KongBUY 1 GET 1 FREEBuy one, get one free appetizer or salad (except Red Lobster Salad)","https://www.holidayhk.com/en-hk/food-and-drink/food0063/","Red Lobster Hong Kong","Buy one, get one free appetizer or salad (except Red Lobster Salad)","Available from Sunday to Thursday only","/media/offer/EN_Dine_63_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Red Lobster Hong Kong
Address: G/F, 8 Cleveland Street. Fashion Walk, Causeway Bay, Hong Kong Island
Tel: +852 2261 2996

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_63_tnc.pdf"
"1594348419-126","https://www.holidayhk.com/en-hk/food-and-drink/","Beef & LibertyBUY 1 GET 1 FREEBuy one, get one free Beef & Liberty x ""Double Trouble"" BurgersQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0038/","Beef & Liberty","Buy one, get one free Beef & Liberty x ""Double Trouble"" Burgers","The offer is only valid for burgers, on every Monday from 6:00pm onwards (including public holidays).","/media/offer/EN_Dine_38_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Beef & Liberty - Lan Kwai Fong
Address: 3/F California Tower, 30-32 D’Aguilar Street, Central, Hong Kong Island
Tel: +852 2450 5778

Beef & Liberty - Stanley 
Address: G04, G/F, 23 Carmel Road, Stanley Plaza, Hong Kong Island
Tel: +852 2563 2798

Beef & Liberty - Wong Chuk Hang
Address: Shop No. G07, G/F, One Island South, No. 2 Heung Yip Road, Wong Chuk Hang, Hong Kong Island
Tel: +852 2568 1098

Beef & Liberty - Sheung Wan
Address: G/F, 252 Hollywood Road, Sheung Wan, Hong Kong Island
Tel: +852 2178 0522
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_38_tnc.pdf"
"1594348158-3","https://www.holidayhk.com/en-hk/food-and-drink/","CoffeeholicCASH REBATEEnjoy HK$30 cash rebate upon net purchase of HK$300 in single transactionQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1198/","Coffeeholic","Enjoy HK$30 cash rebate upon net purchase of HK$300 in single transaction","null","/media/offer/Dine_1198_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Coffeeholic
Address: Shop C, G/F, Carbo Mansion, 126-128 Jervois Street, Sheung Wan, Hong Kong Island
Tel: +852 3565 6774



                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1198_tnc.pdf"
"1594348313-78","https://www.holidayhk.com/en-hk/food-and-drink/","Crab General Hee Kee50% OFF50% discount on Steam Scallop with Garlic & Vermicelli","https://www.holidayhk.com/en-hk/food-and-drink/food0041/","Crab General Hee Kee","50% discount on Steam Scallop with Garlic & Vermicelli","Original price : HK$58","/media/offer/EN_Dine_41_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Crab General Hee Kee
Address: Shop 602, iSQUARE, 63 Nathan Road, Tsim Sha Tsui, Kowloon
Tel: +852 2366 7565
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_41_tnc.pdf"
"1594348212-29","https://www.holidayhk.com/en-hk/food-and-drink/","Queen Victoria 8Special discount on Nanking Peking Duck","https://www.holidayhk.com/en-hk/food-and-drink/food0052/","Queen Victoria 8","Special discount on Nanking Peking Duck","Available from 6pm to 10pm","/media/offer/EN_Dine_52_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Queen Victoria 8
Address: G/F-3/F, Hung Kei Mansion, 5-8 Queen Victoria Street, Central, Hong Kong Island
Tel: +852 2526 3163","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_52_tnc.pdf"
"1594348462-145","https://www.holidayhk.com/en-hk/food-and-drink/","Yummy Noodle FoodBUY 1 GET 1 FREEBuy one, get one free one-person hotpot beat set drink","https://www.holidayhk.com/en-hk/food-and-drink/food0078/","Yummy Noodle Food","Buy one, get one free one-person hotpot beat set drink","null","/media/offer/EN_Dine_78_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Yummy Noodle Food
Address: Shop 2, G/F, Prosperity Building, 59B Tung Choi Street, Mong Kok, Kowloon
Tel: +852 2351 3618","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_78_tnc.pdf"
"1594348208-27","https://www.holidayhk.com/en-hk/food-and-drink/","Ngan Lung RestaurantBUY 1 GET 1 FREEComplimentary Chiu Chow Chili Oil upon purchasing Ngan Lung XO SauceQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0018/","Ngan Lung Restaurant","Complimentary Chiu Chow Chili Oil upon purchasing Ngan Lung XO Sauce","null","/media/offer/EN_Dine_18_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_18_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_18_tnc.pdf"
"1594348436-134","https://www.holidayhk.com/en-hk/food-and-drink/","Happy PotCASH REBATEEnjoy HK$50 cash rebate upon purchase of HK$500 in single transaction","https://www.holidayhk.com/en-hk/food-and-drink/food1209/","Happy Pot","Enjoy HK$50 cash rebate upon purchase of HK$500 in single transaction","null","/media/offer/Dine_1209_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Happy Pot
Shop 139, 1/F, Kings Wing Plaza I, 3 On Kwan Street, Shek Mun, Sha Tin
Tel: +852 3619 4256 / 5299 3210","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1209_tnc.pdf"
"1594348425-129","https://www.holidayhk.com/en-hk/food-and-drink/","Kimberley Chinese Restaurant - The Kimberley HotelBUY 1 GET 1 FREEBuy one, get one free Double Boiled Conch Soup with Coix Seed & Pear and house beer Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0025/","Kimberley Chinese Restaurant - The Kimberley Hotel","Buy one, get one free Double Boiled Conch Soup with Coix Seed & Pear and house beer","Original price
Double Boiled Conch Soup with Coix Seed & Pear : HK$98
House Beer : HK$58","/media/offer/EN_Dine_25_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Kimberley Chinese Restaurant - The Kimberley Hotel
Address: M/F, The Kimberley Hotel, 28 Kimberley Road, Tsim Sha Tsui, Kowloon
Tel: +852 2700 6698
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_25_tnc.pdf"
"1594348554-186","https://www.holidayhk.com/en-hk/food-and-drink/","McCaféPromotion price of HK$15 for Latte (S)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1161/","McCafé","Promotion price of HK$15 for Latte (S)","Original Price HK$24UP","/media/offer/Dine_1161_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1161_tnc.pdf"
"1594348353-94","https://www.holidayhk.com/en-hk/food-and-drink/","PenthouseCASH REBATEEnjoy HK$100 cash rebate upon purchase of HK$1000 in single transactionQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1181/","Penthouse","Enjoy HK$100 cash rebate upon purchase of HK$1000 in single transaction","null","/media/offer/Dine_1181_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
PENTHOUSE
Address: Level 30, Soundwill Plaza II, Midtown, 1-29 Tang Lung Street, Causeway Bay, Hong Kong Island
Tel: +852 2970 0828


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1181_tnc.pdf"
"1594348332-87","https://www.holidayhk.com/en-hk/food-and-drink/","On-YasaiComplimentary one asparagus upon dine in patronage of HK$300","https://www.holidayhk.com/en-hk/food-and-drink/food0030/","On-Yasai","Complimentary one asparagus upon dine in patronage of HK$300","null","/media/offer/EN_Dine_30_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
On-Yasai - Caueway Bay
Address: 4/F, Plaza 2000, Causeway Bay, Hong Kong Island
Tel: +852 3709 8328

On-Yasai - Tai Koo
Address: Shop 309, 3/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo, Hong Kong Island
Tel: +852 2107 4088

On-Yasai - Tsim Sha Tsui
Address: Shop 37A, 3/F, LCX, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon
Tel: +852 2153 1801

On-Yasai - Kowloon Tong
Address: Shop 29, LG1, Festival Walk, 80 Tat Chee Avenue, Kowloon Tong, Kowloon
Tel: +852 3106 4218

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_30_tnc.pdf"
"1594348229-37","https://www.holidayhk.com/en-hk/food-and-drink/","Golden Bull Vietnamese CuisineCASH REBATEEnjoy HK$100 cash rebate upon net purchase of HK$800 in single transaction.Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1106/","Golden Bull Vietnamese Cuisine","Enjoy HK$100 cash rebate upon net purchase of HK$800 in single transaction.","null","/media/offer/Dine_1106_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Golden Bull Vietnamese Cuisine 
Address: G/F., 9 Chatham Road South, Tsim Sha Tsui, Kowloon
Tel: +852 27304866


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1106_tnc.pdf"
"1594348392-113","https://www.holidayhk.com/en-hk/food-and-drink/","PANDA WONTONCASH REBATEEnjoy HK$10 cash rebate upon net purchase of HK$150 in single transaction.","https://www.holidayhk.com/en-hk/food-and-drink/food1110/","PANDA WONTON","Enjoy HK$10 cash rebate upon net purchase of HK$150 in single transaction.","null","/media/offer/Dine_1110_logo.jpeg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Panda Wonton – Tsz Wan Shan
Address: Shop 327-328, 3/F, Tsz Wan Shan Shopping Centre, Kowloon
Tel: +852 2808 2810

Panda Wonton – Ho Man Tin
Address: Shop G37, G / F, Oi Man Plaza, Homantin, Kowloon
Tel: +852 2808 2330","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1110_tnc.pdf"
"1594348204-25","https://www.holidayhk.com/en-hk/food-and-drink/","SEDAP MALAYSIAN DELIGHTS30% discount on Set Menu for 4","https://www.holidayhk.com/en-hk/food-and-drink/food0079/","SEDAP MALAYSIAN DELIGHTS","30% discount on Set Menu for 4","Original price:  HK$868","/media/offer/EN_Dine_79_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
SEDAP MALAYSIAN DELIGHTS
Address: Shop 30-31, 1/F, Tuen Mun Town Plaza Phase 2, Tuen Mun, New Territories
Tel: +852 2789 8789

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_79_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_79_tnc.pdf"
"1594348173-10","https://www.holidayhk.com/en-hk/food-and-drink/","Hung's CartnoodlesCASH REBATEEnjoy HK$20 cash rebate upon net purchase of HK$200 in single transaction.","https://www.holidayhk.com/en-hk/food-and-drink/food1111/","Hung's Cartnoodles","Enjoy HK$20 cash rebate upon net purchase of HK$200 in single transaction.","null","/media/offer/Dine_1111_logo.jpeg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hung's Cart Noodles – Sha Tin
Address: Shop 8-9, 1/F, Block 2, Kwong Yuen Commercial Complex, 68 Siu Lek Yuen Road, Sha Tin, New Territories
Tel: +852 5385 5786

Hung's Cart Noodles – Sha Tin
Address: Shop SU19-20, G/F, Hau Wo House, Ha Wo Che Chuen, 3 Tak Hau Street, Sha Tin, New Territories
Tel: +852 5707 1617

Hung's Cart Noodles – Yuen Long
Address: Shop 8, G/F, Ping Yan Shopping Centre, Ping Yan Court, 65 Ping Ha Road, Yuen Long, New Territories
Tel: +852 5740 5009

Hung's Cart Noodles - Fanling
Address: Shop L312, 3/F, Cheung Wah Shopping Centre, Cheung Wah Estate, 38 San Wan Road, Fanling
Tel: +852 5115 0007

Hung's Cart Noodles - Fanling
Address: Shop A26 & 118, Flora Plaza, 88 Pak Wo Road, Fanling, New Territories
Tel: +852 6099 2542

Hung's Cart Noodles – Kwai Chung
Address: Shop D, G/F, Kam Wah House, 127-133 Wo Tong Tsui Street, Kwai Chung, New Territories
Tel: +852 3460 3930

Chao Ji Noodle - Fanling
Address: Shop 48-49, G/F, Wah Ming Market, 21 Wah Ming Road, Fanling, New Territories
Tel: +852 5285 3287","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1111_tnc.pdf"
"1594348286-65","https://www.holidayhk.com/en-hk/food-and-drink/","Patina Bistro50% OFF50% discount on Bistro French Toast (peanut butter or purple potato)","https://www.holidayhk.com/en-hk/food-and-drink/food0076/","Patina Bistro","50% discount on Bistro French Toast (peanut butter or purple potato)","null","/media/offer/EN_Dine_76_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Patina Bistro
Address: G/F, Patina Wellness, 18 Junction Road, Kowloon City, Kowloon
Tel: +852 3890 3100
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_76_tnc.pdf"
"1594348290-67","https://www.holidayhk.com/en-hk/food-and-drink/","Nomads50% OFF50% off on Mongolian Dinner Buffet","https://www.holidayhk.com/en-hk/food-and-drink/food1136/","Nomads","50% off on Mongolian Dinner Buffet","null","/media/offer/Dine_1136_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Nomads
Address: Shop A, G/F, 53-59 Kimberley Road, Tsim Sha Tsui. Kowloon, Hong Kong 
Tel: +852 9450 7755/ +852 2722 0733


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1136_tnc.pdf"
